Conv2D,1,13,13,204,0,5,5,204,76,1,1,1,13,13,76,0
Relu,1,13,13,76,0,0,0,0,0,0,0,1,13,13,76,0
MaxPool,1,13,13,76,0,3,3,0,0,2,2,1,76,0,0,0
Mean,1,76,0,0,0,0,0,0,0,0,0,1,76,0,0,0
Reshape,1,76,0,0,0,0,0,0,0,0,0,-1,76,0,0,0
MatMul,-1,76,0,0,0,0,0,0,0,0,0,-1,2457,0,0,0
Relu,-1,2457,0,0,0,0,0,0,0,0,0,-1,2457,0,0,0
MatMul,-1,2457,0,0,0,0,0,0,0,0,0,-1,2457,0,0,0
Relu,-1,2457,0,0,0,0,0,0,0,0,0,-1,2457,0,0,0
MatMul,-1,2457,0,0,0,0,0,0,0,0,0,-1,1000,0,0,0
Placeholder,0,0,0,0,0,0,0,0,0,0,0,1,224,224,3,0
Conv2D,1,224,224,3,0,3,3,3,102,4,4,1,56,56,102,0
Relu,1,56,56,102,0,0,0,0,0,0,0,1,56,56,102,0
MaxPool,1,56,56,102,0,3,3,0,0,2,2,1,28,28,102,0
Conv2D,1,28,28,102,0,1,1,102,268,1,1,1,28,28,268,0
Relu,1,28,28,268,0,0,0,0,0,0,0,1,28,28,268,0
MaxPool,1,28,28,268,0,3,3,0,0,2,2,1,13,13,268,0
Conv2D,1,13,13,268,0,3,3,268,115,1,1,1,13,13,115,0
Relu,1,13,13,115,0,0,0,0,0,0,0,1,13,13,115,0
Conv2D,1,13,13,115,0,3,3,115,409,1,1,1,13,13,409,0
Relu,1,13,13,409,0,0,0,0,0,0,0,1,13,13,409,0
Conv2D,1,13,13,409,0,5,5,409,384,1,1,1,13,13,384,0
Relu,1,13,13,384,0,0,0,0,0,0,0,1,13,13,384,0
MaxPool,1,13,13,384,0,3,3,0,0,2,2,1,384,0,0,0
Mean,1,384,0,0,0,0,0,0,0,0,0,1,384,0,0,0
Reshape,1,384,0,0,0,0,0,0,0,0,0,-1,384,0,0,0
MatMul,-1,384,0,0,0,0,0,0,0,0,0,-1,4095,0,0,0
Relu,-1,4095,0,0,0,0,0,0,0,0,0,-1,4095,0,0,0
MatMul,-1,4095,0,0,0,0,0,0,0,0,0,-1,6963,0,0,0
Relu,-1,6963,0,0,0,0,0,0,0,0,0,-1,6963,0,0,0
MatMul,-1,6963,0,0,0,0,0,0,0,0,0,-1,1000,0,0,0
Placeholder,0,0,0,0,0,0,0,0,0,0,0,1,224,224,3,0
Conv2D,1,224,224,3,0,5,5,3,63,4,4,1,56,56,63,0
Relu,1,56,56,63,0,0,0,0,0,0,0,1,56,56,63,0
MaxPool,1,56,56,63,0,3,3,0,0,2,2,1,28,28,63,0
Conv2D,1,28,28,63,0,7,7,63,191,1,1,1,28,28,191,0
Relu,1,28,28,191,0,0,0,0,0,0,0,1,28,28,191,0
MaxPool,1,28,28,191,0,3,3,0,0,2,2,1,13,13,191,0
Conv2D,1,13,13,191,0,5,5,191,76,1,1,1,13,13,76,0
Relu,1,13,13,76,0,0,0,0,0,0,0,1,13,13,76,0
Conv2D,1,13,13,76,0,5,5,76,128,1,1,1,13,13,128,0
Relu,1,13,13,128,0,0,0,0,0,0,0,1,13,13,128,0
Conv2D,1,13,13,128,0,7,7,128,102,1,1,1,13,13,102,0
Relu,1,13,13,102,0,0,0,0,0,0,0,1,13,13,102,0
MaxPool,1,13,13,102,0,3,3,0,0,2,2,1,102,0,0,0
Mean,1,102,0,0,0,0,0,0,0,0,0,1,102,0,0,0
Reshape,1,102,0,0,0,0,0,0,0,0,0,-1,102,0,0,0
MatMul,-1,102,0,0,0,0,0,0,0,0,0,-1,4505,0,0,0
Relu,-1,4505,0,0,0,0,0,0,0,0,0,-1,4505,0,0,0
MatMul,-1,4505,0,0,0,0,0,0,0,0,0,-1,3276,0,0,0
Relu,-1,3276,0,0,0,0,0,0,0,0,0,-1,3276,0,0,0
MatMul,-1,3276,0,0,0,0,0,0,0,0,0,-1,1000,0,0,0
Placeholder,0,0,0,0,0,0,0,0,0,0,0,1,224,224,3,0
Conv2D,1,224,224,3,0,7,7,3,83,4,4,1,56,56,83,0
Relu,1,56,56,83,0,0,0,0,0,0,0,1,56,56,83,0
MaxPool,1,56,56,83,0,3,3,0,0,2,2,1,28,28,83,0
Conv2D,1,28,28,83,0,5,5,83,230,1,1,1,28,28,230,0
Relu,1,28,28,230,0,0,0,0,0,0,0,1,28,28,230,0
MaxPool,1,28,28,230,0,3,3,0,0,2,2,1,13,13,230,0
Conv2D,1,13,13,230,0,1,1,230,422,1,1,1,13,13,422,0
Relu,1,13,13,422,0,0,0,0,0,0,0,1,13,13,422,0
Conv2D,1,13,13,422,0,1,1,422,358,1,1,1,13,13,358,0
Relu,1,13,13,358,0,0,0,0,0,0,0,1,13,13,358,0
Conv2D,1,13,13,358,0,5,5,358,255,1,1,1,13,13,255,0
Relu,1,13,13,255,0,0,0,0,0,0,0,1,13,13,255,0
MaxPool,1,13,13,255,0,3,3,0,0,2,2,1,255,0,0,0
Mean,1,255,0,0,0,0,0,0,0,0,0,1,255,0,0,0
Reshape,1,255,0,0,0,0,0,0,0,0,0,-1,255,0,0,0
MatMul,-1,255,0,0,0,0,0,0,0,0,0,-1,2048,0,0,0
Relu,-1,2048,0,0,0,0,0,0,0,0,0,-1,2048,0,0,0
MatMul,-1,2048,0,0,0,0,0,0,0,0,0,-1,6144,0,0,0
Relu,-1,6144,0,0,0,0,0,0,0,0,0,-1,6144,0,0,0
MatMul,-1,6144,0,0,0,0,0,0,0,0,0,-1,1000,0,0,0
Placeholder,0,0,0,0,0,0,0,0,0,0,0,1,224,224,3,0
Conv2D,1,224,224,3,0,1,1,3,57,4,4,1,56,56,57,0
Relu,1,56,56,57,0,0,0,0,0,0,0,1,56,56,57,0
MaxPool,1,56,56,57,0,3,3,0,0,2,2,1,28,28,57,0
Conv2D,1,28,28,57,0,7,7,57,172,1,1,1,28,28,172,0
Relu,1,28,28,172,0,0,0,0,0,0,0,1,28,28,172,0
MaxPool,1,28,28,172,0,3,3,0,0,2,2,1,13,13,172,0
Conv2D,1,13,13,172,0,7,7,172,422,1,1,1,13,13,422,0
Relu,1,13,13,422,0,0,0,0,0,0,0,1,13,13,422,0
Conv2D,1,13,13,422,0,5,5,422,51,1,1,1,13,13,51,0
Relu,1,13,13,51,0,0,0,0,0,0,0,1,13,13,51,0
Conv2D,1,13,13,51,0,5,5,51,51,1,1,1,13,13,51,0
Relu,1,13,13,51,0,0,0,0,0,0,0,1,13,13,51,0
MaxPool,1,13,13,51,0,3,3,0,0,2,2,1,51,0,0,0
Mean,1,51,0,0,0,0,0,0,0,0,0,1,51,0,0,0
Reshape,1,51,0,0,0,0,0,0,0,0,0,-1,51,0,0,0
MatMul,-1,51,0,0,0,0,0,0,0,0,0,-1,819,0,0,0
Relu,-1,819,0,0,0,0,0,0,0,0,0,-1,819,0,0,0
MatMul,-1,819,0,0,0,0,0,0,0,0,0,-1,819,0,0,0
Relu,-1,819,0,0,0,0,0,0,0,0,0,-1,819,0,0,0
MatMul,-1,819,0,0,0,0,0,0,0,0,0,-1,1000,0,0,0
Placeholder,0,0,0,0,0,0,0,0,0,0,0,1,224,224,3,0
Conv2D,1,224,224,3,0,1,1,3,12,4,4,1,56,56,12,0
Relu,1,56,56,12,0,0,0,0,0,0,0,1,56,56,12,0
MaxPool,1,56,56,12,0,3,3,0,0,2,2,1,28,28,12,0
Conv2D,1,28,28,12,0,1,1,12,153,1,1,1,28,28,153,0
Relu,1,28,28,153,0,0,0,0,0,0,0,1,28,28,153,0
MaxPool,1,28,28,153,0,3,3,0,0,2,2,1,13,13,153,0
Conv2D,1,13,13,153,0,7,7,153,268,1,1,1,13,13,268,0
Relu,1,13,13,268,0,0,0,0,0,0,0,1,13,13,268,0
Conv2D,1,13,13,268,0,1,1,268,435,1,1,1,13,13,435,0
Relu,1,13,13,435,0,0,0,0,0,0,0,1,13,13,435,0
Conv2D,1,13,13,435,0,7,7,435,76,1,1,1,13,13,76,0
Relu,1,13,13,76,0,0,0,0,0,0,0,1,13,13,76,0
MaxPool,1,13,13,76,0,3,3,0,0,2,2,1,76,0,0,0
Mean,1,76,0,0,0,0,0,0,0,0,0,1,76,0,0,0
Reshape,1,76,0,0,0,0,0,0,0,0,0,-1,76,0,0,0
MatMul,-1,76,0,0,0,0,0,0,0,0,0,-1,6553,0,0,0
Relu,-1,6553,0,0,0,0,0,0,0,0,0,-1,6553,0,0,0
MatMul,-1,6553,0,0,0,0,0,0,0,0,0,-1,5324,0,0,0
Relu,-1,5324,0,0,0,0,0,0,0,0,0,-1,5324,0,0,0
MatMul,-1,5324,0,0,0,0,0,0,0,0,0,-1,1000,0,0,0
Placeholder,0,0,0,0,0,0,0,0,0,0,0,1,224,224,3,0
Conv2D,1,224,224,3,0,3,3,3,32,4,4,1,56,56,32,0
Relu,1,56,56,32,0,0,0,0,0,0,0,1,56,56,32,0
MaxPool,1,56,56,32,0,3,3,0,0,2,2,1,28,28,32,0
Conv2D,1,28,28,32,0,5,5,32,211,1,1,1,28,28,211,0
Relu,1,28,28,211,0,0,0,0,0,0,0,1,28,28,211,0
MaxPool,1,28,28,211,0,3,3,0,0,2,2,1,13,13,211,0
Conv2D,1,13,13,211,0,5,5,211,153,1,1,1,13,13,153,0
Relu,1,13,13,153,0,0,0,0,0,0,0,1,13,13,153,0
Conv2D,1,13,13,153,0,5,5,153,281,1,1,1,13,13,281,0
Relu,1,13,13,281,0,0,0,0,0,0,0,1,13,13,281,0
Conv2D,1,13,13,281,0,7,7,281,230,1,1,1,13,13,230,0
Relu,1,13,13,230,0,0,0,0,0,0,0,1,13,13,230,0
MaxPool,1,13,13,230,0,3,3,0,0,2,2,1,230,0,0,0
Mean,1,230,0,0,0,0,0,0,0,0,0,1,230,0,0,0
Reshape,1,230,0,0,0,0,0,0,0,0,0,-1,230,0,0,0
MatMul,-1,230,0,0,0,0,0,0,0,0,0,-1,2457,0,0,0
Relu,-1,2457,0,0,0,0,0,0,0,0,0,-1,2457,0,0,0
MatMul,-1,2457,0,0,0,0,0,0,0,0,0,-1,3686,0,0,0
Relu,-1,3686,0,0,0,0,0,0,0,0,0,-1,3686,0,0,0
MatMul,-1,3686,0,0,0,0,0,0,0,0,0,-1,1000,0,0,0
Placeholder,0,0,0,0,0,0,0,0,0,0,0,1,224,224,3,0
Conv2D,1,224,224,3,0,7,7,3,32,4,4,1,56,56,32,0
Relu,1,56,56,32,0,0,0,0,0,0,0,1,56,56,32,0
MaxPool,1,56,56,32,0,3,3,0,0,2,2,1,28,28,32,0
Conv2D,1,28,28,32,0,1,1,32,249,1,1,1,28,28,249,0
Relu,1,28,28,249,0,0,0,0,0,0,0,1,28,28,249,0
MaxPool,1,28,28,249,0,3,3,0,0,2,2,1,13,13,249,0
Conv2D,1,13,13,249,0,3,3,249,153,1,1,1,13,13,153,0
Relu,1,13,13,153,0,0,0,0,0,0,0,1,13,13,153,0
Conv2D,1,13,13,153,0,1,1,153,230,1,1,1,13,13,230,0
Relu,1,13,13,230,0,0,0,0,0,0,0,1,13,13,230,0
Conv2D,1,13,13,230,0,7,7,230,128,1,1,1,13,13,128,0
Relu,1,13,13,128,0,0,0,0,0,0,0,1,13,13,128,0
MaxPool,1,13,13,128,0,3,3,0,0,2,2,1,128,0,0,0
Mean,1,128,0,0,0,0,0,0,0,0,0,1,128,0,0,0
Reshape,1,128,0,0,0,0,0,0,0,0,0,-1,128,0,0,0
MatMul,-1,128,0,0,0,0,0,0,0,0,0,-1,819,0,0,0
Relu,-1,819,0,0,0,0,0,0,0,0,0,-1,819,0,0,0
MatMul,-1,819,0,0,0,0,0,0,0,0,0,-1,4095,0,0,0
Relu,-1,4095,0,0,0,0,0,0,0,0,0,-1,4095,0,0,0
MatMul,-1,4095,0,0,0,0,0,0,0,0,0,-1,1000,0,0,0
Placeholder,0,0,0,0,0,0,0,0,0,0,0,1,224,224,3,0
Conv2D,1,224,224,3,0,5,5,3,89,4,4,1,56,56,89,0
Relu,1,56,56,89,0,0,0,0,0,0,0,1,56,56,89,0
MaxPool,1,56,56,89,0,3,3,0,0,2,2,1,28,28,89,0
Conv2D,1,28,28,89,0,1,1,89,268,1,1,1,28,28,268,0
Relu,1,28,28,268,0,0,0,0,0,0,0,1,28,28,268,0
MaxPool,1,28,28,268,0,3,3,0,0,2,2,1,13,13,268,0
Conv2D,1,13,13,268,0,7,7,268,307,1,1,1,13,13,307,0
Relu,1,13,13,307,0,0,0,0,0,0,0,1,13,13,307,0
Conv2D,1,13,13,307,0,3,3,307,51,1,1,1,13,13,51,0
Relu,1,13,13,51,0,0,0,0,0,0,0,1,13,13,51,0
Conv2D,1,13,13,51,0,5,5,51,153,1,1,1,13,13,153,0
Relu,1,13,13,153,0,0,0,0,0,0,0,1,13,13,153,0
MaxPool,1,13,13,153,0,3,3,0,0,2,2,1,153,0,0,0
Mean,1,153,0,0,0,0,0,0,0,0,0,1,153,0,0,0
Reshape,1,153,0,0,0,0,0,0,0,0,0,-1,153,0,0,0
MatMul,-1,153,0,0,0,0,0,0,0,0,0,-1,6963,0,0,0
Relu,-1,6963,0,0,0,0,0,0,0,0,0,-1,6963,0,0,0
MatMul,-1,6963,0,0,0,0,0,0,0,0,0,-1,6144,0,0,0
Relu,-1,6144,0,0,0,0,0,0,0,0,0,-1,6144,0,0,0
MatMul,-1,6144,0,0,0,0,0,0,0,0,0,-1,1000,0,0,0
Placeholder,0,0,0,0,0,0,0,0,0,0,0,1,224,224,3,0
Conv2D,1,224,224,3,0,7,7,3,89,4,4,1,56,56,89,0
Relu,1,56,56,89,0,0,0,0,0,0,0,1,56,56,89,0
MaxPool,1,56,56,89,0,3,3,0,0,2,2,1,28,28,89,0
Conv2D,1,28,28,89,0,7,7,89,172,1,1,1,28,28,172,0
Relu,1,28,28,172,0,0,0,0,0,0,0,1,28,28,172,0
MaxPool,1,28,28,172,0,3,3,0,0,2,2,1,13,13,172,0
Conv2D,1,13,13,172,0,1,1,172,230,1,1,1,13,13,230,0
Relu,1,13,13,230,0,0,0,0,0,0,0,1,13,13,230,0
Conv2D,1,13,13,230,0,3,3,230,230,1,1,1,13,13,230,0
Relu,1,13,13,230,0,0,0,0,0,0,0,1,13,13,230,0
Conv2D,1,13,13,230,0,7,7,230,76,1,1,1,13,13,76,0
Relu,1,13,13,76,0,0,0,0,0,0,0,1,13,13,76,0
MaxPool,1,13,13,76,0,3,3,0,0,2,2,1,76,0,0,0
Mean,1,76,0,0,0,0,0,0,0,0,0,1,76,0,0,0
Reshape,1,76,0,0,0,0,0,0,0,0,0,-1,76,0,0,0
MatMul,-1,76,0,0,0,0,0,0,0,0,0,-1,2867,0,0,0
Relu,-1,2867,0,0,0,0,0,0,0,0,0,-1,2867,0,0,0
MatMul,-1,2867,0,0,0,0,0,0,0,0,0,-1,6963,0,0,0
Relu,-1,6963,0,0,0,0,0,0,0,0,0,-1,6963,0,0,0
MatMul,-1,6963,0,0,0,0,0,0,0,0,0,-1,1000,0,0,0
Placeholder,0,0,0,0,0,0,0,0,0,0,0,1,224,224,3,0
Conv2D,1,224,224,3,0,3,3,3,25,4,4,1,56,56,25,0
Relu,1,56,56,25,0,0,0,0,0,0,0,1,56,56,25,0
MaxPool,1,56,56,25,0,3,3,0,0,2,2,1,28,28,25,0
Conv2D,1,28,28,25,0,1,1,25,230,1,1,1,28,28,230,0
Relu,1,28,28,230,0,0,0,0,0,0,0,1,28,28,230,0
MaxPool,1,28,28,230,0,3,3,0,0,2,2,1,13,13,230,0
Conv2D,1,13,13,230,0,5,5,230,422,1,1,1,13,13,422,0
Relu,1,13,13,422,0,0,0,0,0,0,0,1,13,13,422,0
Conv2D,1,13,13,422,0,7,7,422,281,1,1,1,13,13,281,0
Relu,1,13,13,281,0,0,0,0,0,0,0,1,13,13,281,0
